sku,category,category_label,title,url,image_count,first_image,description
LC0132,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-383543375531-svetovaya-kompozitsiya,7,https://static.tildacdn.com/tild3566-3733-4330-b637-323735353365/1aa.jpg,"Price shown is per single element W150mm, H200-250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0131,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-608089037351-dekorativnaya-kompozitsiya,10,https://static.tildacdn.com/tild6665-6266-4235-b533-353666383638/0b.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0138,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-337832505211-svetovaya-kompozitsiya,9,https://static.tildacdn.com/tild3061-6466-4463-b939-316566306138/photo.jpg,"Price shown is per single element 250x250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0139,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-594589489871-svetovaya-kompozitsiya,8,https://static.tildacdn.com/tild6131-6639-4231-a164-653839616431/photo.jpg,"Price shown is per single element W100mm, H300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0137,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-989887678951-svetovaya-kompozitsiya,9,https://static.tildacdn.com/tild6262-3365-4338-b762-333865626430/1.png,"Price shown is per single element D60mm, H350mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model This element is on display at the official Vargov®Design showroom: Moscow, Nakhimovsky Prospekt 24, Pavilion 2, Stand "
LC0141,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-762788385141-dekorativnaya-kompozitsiya,4,https://static.tildacdn.com/tild3766-6465-4831-b338-653462363331/10009.jpg,"Price shown is per single element D200-300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0142,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-414221049941-svetovaya-kompozitsiya,9,https://static.tildacdn.com/tild3635-3637-4162-b263-386637353237/photo.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0135,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-180442517611-svetovaya-kompozitsiya,4,https://static.tildacdn.com/tild3632-3864-4335-a161-643130366435/1.jpg,"Price shown is per single element D30mm, H300-500mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0146,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-801622531431-dekorativnaya-kompozitsiya,13,https://static.tildacdn.com/tild3561-3236-4331-b561-353736333363/7.jpg,"Price shown is per single element L120mm, W40mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0144,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-531302702131-dekorativnaya-kompozitsiya,10,https://static.tildacdn.com/tild6130-6331-4135-a237-373434356433/0a.jpg,"Price shown is per single element L120mm, W40mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0143,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-138241933241-svetovaya-kompozitsiya,13,https://static.tildacdn.com/tild6239-6237-4036-b562-306135366138/5.jpg,"Price shown is per single element W180mm, D180mm (2pcs.) Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0145,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-648942967151-svetovaya-kompozitsiya,14,https://static.tildacdn.com/tild3933-6165-4635-b134-316432306332/w5.jpg,"Price shown is per single element W180mm, D180mm (2pcs.) Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0147,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-610625597171-dekorativnaya-kompozitsiya,9,https://static.tildacdn.com/tild3936-6162-4737-b739-336661346538/5.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0151,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-184542892081-dekorativnaya-kompozitsiya,5,https://static.tildacdn.com/tild3038-6461-4731-a130-366433636262/10000.jpg,"Price shown is per single element H350mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0140,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-511797790871-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild6566-6630-4438-b336-323138376166/10000.jpg,"Price shown is per single element D200-300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0152,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-808936329751-dekorativnaya-kompozitsiya,8,https://static.tildacdn.com/tild3134-3938-4162-b061-666662613536/5.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0154,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-760519789411-svetovaya-kompozitsiya,13,https://static.tildacdn.com/tild3734-3764-4563-a464-346132626334/16.jpg,"Price shown is per single element W150mm, H300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0155,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-794143138541-svetovaya-kompozitsiya,10,https://static.tildacdn.com/tild6638-6536-4333-b338-663163356236/26.jpg,"Price shown is per single element D120mm, H250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0148,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-699170613781-dekorativnaya-kompozitsiya,6,https://static.tildacdn.com/tild3265-6537-4165-a666-336534666634/8.jpg,"Price shown is per single element W150mm, H200-600mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0156,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-483194032981-svetovaya-kompozitsiya,8,https://static.tildacdn.com/tild6161-6438-4762-b361-326361626434/32.jpg,"Price shown is per single element W80mm, H180mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0158,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-177804163861-dekorativnaya-kompozitsiya,1,https://static.tildacdn.com/tild3465-3063-4965-a666-353437303361/hir-1.jpg,"Price shown is per single element H300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0159,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-643270617701-dekorativnaya-kompozitsiya,1,https://static.tildacdn.com/tild3036-3061-4266-a233-353531346263/hir-2.jpg,"Price shown is per single element W80mm, H180mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0161,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-175800421121-torsher,1,https://static.tildacdn.com/tild3436-3631-4965-a531-326536336232/8b.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0160,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-341771890891-dekorativnaya-kompozitsiya,1,https://static.tildacdn.com/tild3631-3534-4935-b238-616362386635/hir-4.jpg,"Price shown is per single element H300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0163,sculptural-decor,Sculptural compositions & decor,Wall composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-230740181971-nastennaya-kompozitsiya,3,https://static.tildacdn.com/tild3762-3031-4438-a463-613965376135/10.jpg,"Price shown is per single element150x150mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0162,sculptural-decor,Sculptural compositions & decor,Wall composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-777440122481-nastennaya-kompozitsiya,3,https://static.tildacdn.com/tild6231-6336-4132-b333-643265636537/9.jpg,"Price shown is per single element 90x200mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0150,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-495691389001-dekorativnaya-kompozitsiya,10,https://static.tildacdn.com/tild6136-6132-4266-b033-363533336136/10007.jpg,"Price shown is per single element H250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0149,sculptural-decor,Sculptural compositions & decor,Fireplace decor,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-981036273381-dekor-kamina,2,https://static.tildacdn.com/tild6164-3663-4934-a436-323130346531/1a.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0167,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-578136788721-dekorativnaya-kompozitsiya,8,https://static.tildacdn.com/tild6630-6538-4232-b861-343661313330/7447cc8.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0169,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-278309916651-dekorativnaya-kompozitsiya,18,https://static.tildacdn.com/tild3762-3430-4533-a437-656637613534/et10015.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0164,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-188751321721-svetovaya-kompozitsiya,10,https://static.tildacdn.com/tild3734-6138-4338-a630-633133366230/10003.jpg,"Price shown is per single element W100-180mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0157,sculptural-decor,Sculptural compositions & decor,Decorative composition,https://vargov.ru/decor_and_sculptural_compositions_vargovdesign_ru/tproduct/727172771-749438334751-dekorativnaya-kompozitsiya,1,https://static.tildacdn.com/tild3766-3835-4839-a666-616437363339/hir-0.jpg,"Price shown is per single element 120X120mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0173,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-667941528331-svetovaya-kompozitsiya,3,https://static.tildacdn.com/tild3064-6438-4633-a266-376431396563/7b5v0024.jpg,"Price shown is per single element H250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0174,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-611549235211-dekorativnaya-kompozitsiya,8,https://static.tildacdn.com/tild3963-6566-4633-a433-636337386661/6480001.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0166-1,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-573592271631-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild3932-6666-4161-a434-383163313835/photo.jpg,"Price shown is per single element D180-270mm, H150mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0170,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-731538812351-dekorativnaya-kompozitsiya,3,https://static.tildacdn.com/tild6634-3062-4230-b038-316364616262/53vc6c.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0177,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-563110077481-dekorativnaya-kompozitsiya,8,https://static.tildacdn.com/tild3534-3834-4063-b338-383761336164/10004.jpg,"Price shown is per single element 90x250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0172,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-404454549181-svetovaya-kompozitsiya,14,https://static.tildacdn.com/tild3366-6338-4930-a631-303263646135/546b0001.png,"Price shown is per single element D90mm, H300mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0176,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-169269331171-dekorativnaya-kompozitsiya,12,https://static.tildacdn.com/tild6336-3036-4561-b235-356230323662/s10000.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0153,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-595479314441-svetovaya-kompozitsiya,10,https://static.tildacdn.com/tild3634-3963-4962-b030-386266393163/12.jpg,"Price shown is per single element D120mm, H250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0166,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-752919371031-svetovaya-kompozitsiya,9,https://static.tildacdn.com/tild3466-3835-4837-a665-323236646133/1.jpg,"Price shown is per single element W80mm, H150mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0182,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-377819888211-torsher,1,https://static.tildacdn.com/tild6236-3234-4638-b135-663366653335/10002.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0181,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-866552003831-torsher,1,https://static.tildacdn.com/tild6565-3935-4838-a134-653661333737/10000.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0184,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-153385023141-svetovaya-kompozitsiya,8,https://static.tildacdn.com/tild6537-3239-4233-a236-633033643830/10004.jpg,"Price shown is per single element D100-140mm, H200-250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0185,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-190465250341-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild3464-3462-4431-a164-306133623733/1.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0175,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-225737932041-svetovaya-kompozitsiya,3,https://static.tildacdn.com/tild6631-3064-4565-b330-346435386130/10001.png,"Price shown is per single element W200mm, H120mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0187,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-340340503471-torsher,2,https://static.tildacdn.com/tild3330-6264-4739-a130-336563303765/10003.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0179,decorative-compositions,Decorative compositions,Decorative composition,https://vargov.ru/decorative_compositions_vargovdesign_ru/tproduct/727030675-743611838461-dekorativnaya-kompozitsiya,8,https://static.tildacdn.com/tild6538-6136-4138-b439-663466393339/10007.jpg,"Price shown is per single element 90x250mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0180,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-563749864091-torsher,3,https://static.tildacdn.com/tild3765-6133-4433-a165-333666326263/10001.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0178,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-585911490061-svetovaya-kompozitsiya,11,https://static.tildacdn.com/tild6530-6637-4661-b836-643261373966/10017.jpg,"Price shown is per single element D120-140mm, H300-370mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0191,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-315399171911-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild3333-3931-4264-a637-393036306238/10001.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0192,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-296271890451-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild3632-3539-4664-b737-626361383337/10008.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0186,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-757044495871-torsher,2,https://static.tildacdn.com/tild3435-3662-4561-a366-396633653034/10001a.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0192-1,lighting-compositions,Lighting compositions,Lighting composition,https://vargov.ru/lighting_compositions_vargovdesign_ru/tproduct/725740400-767045508961-svetovaya-kompozitsiya,6,https://static.tildacdn.com/tild6635-6162-4132-b765-376435666133/10013.jpg,"Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0194,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp-light sculpture LC0194,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-630143611671-torsher-svetovaya-skulptura-lc0194,2,https://static.tildacdn.com/tild6565-3531-4666-a130-346465393538/10009.jpg,"This floor lamp looks like a vertical light sculpture built from rhythm, glass and reflections. Transparent glass elements in a rich green-turquoise shade are layered around the light source. Their shape recalls crystallized petals frozen mid-motion. Slender vertical uprights and a metal base with a warm gold finish add architectural rigor and balance the organic quality of the glass. This contrast makes the floor lamp read not as an ordinary light source but as an art object that works both day"
LC0188,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-770736466471-torsher,2,https://static.tildacdn.com/tild6162-3265-4337-b165-333038353234/10004a.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0196,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-816003562461-torsher,2,https://static.tildacdn.com/tild6639-6165-4330-a332-646239656161/10005a.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
LC0197,floor-table-lamps,"Floor lamps, sconces & tabletop art objects",Floor lamp,https://vargov.ru/floorlamps_and_tablelamps_vargovdesign_ru/tproduct/727178542-537084684021-torsher,2,https://static.tildacdn.com/tild3465-3831-4164-a362-313133663266/10006a.jpg,"Price shown is for the whole composition H175mm Custom-made compositions in any size and any number of elements To calculate the number of elements needed for your desired composition size, as well as production and delivery cost, please contact us via WhatsApp The warranty applies only to the original product 3D model (max, fbx) at actual production scale: download the 3D model"
